#GC Content (%)	Sample
1.0	0.04451682953311617
2.0	0.003257328990228013
3.0	8.686210640608035E-4
4.0	0.006731813246471227
5.0	0.018241042345276872
6.0	4.3431053203040176E-4
7.0	2.1715526601520088E-4
8.0	0.0
9.0	2.1715526601520088E-4
10.0	0.0
11.0	0.0
12.0	0.0
13.0	2.1715526601520088E-4
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	2.1715526601520088E-4
26.0	0.0013029315960912053
27.0	0.003257328990228013
28.0	0.001737242128121607
29.0	0.004125950054288816
30.0	0.009120521172638438
31.0	0.017372421281216074
32.0	0.02236699239956569
33.0	0.03431053203040174
34.0	0.05450597176981542
35.0	0.06514657980456026
36.0	0.08251900108577633
37.0	0.08099891422366992
38.0	0.08642779587404995
39.0	0.07904451682953312
40.0	0.0738327904451683
41.0	0.06384364820846905
42.0	0.05385450597176981
43.0	0.04082519001085776
44.0	0.024538545059717694
45.0	0.01737242128121607
46.0	0.018241042345276872
47.0	0.02171552660152009
48.0	0.016720955483170468
49.0	0.01476655808903366
50.0	0.013029315960912054
51.0	0.009989142236699241
52.0	0.00738327904451683
53.0	0.005428881650380022
54.0	0.0013029315960912053
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
