#Coverage (X)	Coverage
1.0	99.966558539277
2.0	99.966558539277
3.0	99.95652610106009
4.0	99.95652610106009
5.0	99.95652610106009
6.0	99.9531819549878
7.0	99.9531819549878
8.0	99.9531819549878
9.0	99.9531819549878
10.0	99.94983780891549
11.0	99.94983780891549
12.0	99.94983780891549
13.0	99.9464936628432
14.0	99.9464936628432
15.0	99.9464936628432
16.0	99.94314951677089
17.0	99.94314951677089
18.0	99.9398053706986
19.0	99.9398053706986
20.0	99.9398053706986
21.0	99.9398053706986
22.0	99.9398053706986
23.0	99.9398053706986
24.0	99.9398053706986
25.0	99.9398053706986
26.0	99.9398053706986
27.0	99.9398053706986
28.0	99.9398053706986
29.0	99.93646122462629
30.0	99.93646122462629
31.0	99.93646122462629
32.0	99.93646122462629
33.0	99.93646122462629
34.0	99.93646122462629
35.0	99.93311707855399
36.0	99.9297729324817
37.0	99.92642878640939
38.0	99.91639634819249
39.0	99.91305220212018
40.0	99.88295488746948
41.0	99.85954586496338
42.0	99.85285757281878
43.0	99.84282513460188
44.0	99.83948098852957
45.0	99.83279269638498
46.0	99.82276025816807
47.0	99.81272781995118
48.0	99.80938367387887
49.0	99.78597465137277
50.0	99.72912416814367
51.0	99.67896197705916
