#GC Content (%)	Sample
1.0	0.02188324778154159
2.0	8.312724703339638E-5
3.0	2.0781811758349093E-4
4.0	0.002306781105176749
5.0	0.0012884723290176438
6.0	2.0781811758349094E-5
7.0	2.0781811758349094E-5
8.0	2.0781811758349094E-5
9.0	2.0781811758349094E-5
10.0	0.0
11.0	2.0781811758349094E-5
12.0	0.0
13.0	2.0781811758349094E-5
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	3.7407261165028373E-4
27.0	0.001184563270225898
28.0	0.0013508177642926912
29.0	0.0015586358818761817
30.0	0.005361707433654065
31.0	0.010723414867308132
32.0	0.02001288472329018
33.0	0.03167148111972402
34.0	0.044764022527483946
35.0	0.06932812402585257
36.0	0.08389617406845529
37.0	0.09071260832519379
38.0	0.08998524491365158
39.0	0.08929944512562606
40.0	0.086140609738357
41.0	0.07620690371786612
42.0	0.0649015981213242
43.0	0.047673476173652814
44.0	0.02917766370872213
45.0	0.0206155572642823
46.0	0.02019992102911532
47.0	0.022776865687150608
48.0	0.017498285500529936
49.0	0.01348739583116856
50.0	0.011575469149400445
51.0	0.010848105737858226
52.0	0.007232070491905484
53.0	0.004696689457386895
54.0	7.897088468172657E-4
55.0	2.0781811758349094E-5
56.0	2.0781811758349094E-5
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	2.0781811758349094E-5
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
