#Coverage (X)	Coverage
1.0	99.9799351235662
2.0	99.9799351235662
3.0	99.9765909774939
4.0	99.97324683142159
5.0	99.97324683142159
6.0	99.9699026853493
7.0	99.9699026853493
8.0	99.9699026853493
9.0	99.9699026853493
10.0	99.9699026853493
11.0	99.966558539277
12.0	99.966558539277
13.0	99.966558539277
14.0	99.966558539277
15.0	99.966558539277
16.0	99.966558539277
17.0	99.966558539277
18.0	99.966558539277
19.0	99.9632143932047
20.0	99.9632143932047
21.0	99.9632143932047
22.0	99.9632143932047
23.0	99.9632143932047
24.0	99.9598702471324
25.0	99.9598702471324
26.0	99.9598702471324
27.0	99.9598702471324
28.0	99.9598702471324
29.0	99.9598702471324
30.0	99.9598702471324
31.0	99.9598702471324
32.0	99.9598702471324
33.0	99.9598702471324
34.0	99.9598702471324
35.0	99.9598702471324
36.0	99.9598702471324
37.0	99.9598702471324
38.0	99.9598702471324
39.0	99.9598702471324
40.0	99.9598702471324
41.0	99.95652610106009
42.0	99.95652610106009
43.0	99.95652610106009
44.0	99.95652610106009
45.0	99.95652610106009
46.0	99.95652610106009
47.0	99.95652610106009
48.0	99.95652610106009
49.0	99.95652610106009
50.0	99.95652610106009
51.0	99.95652610106009
