#GC Content (%)	Sample
1.0	0.10018214936247724
2.0	0.0018214936247723133
3.0	0.010928961748633882
4.0	0.010928961748633882
5.0	0.08561020036429873
6.0	0.00546448087431694
7.0	0.0
8.0	0.0018214936247723133
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0018214936247723133
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0018214936247723133
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0036429872495446266
28.0	0.0
29.0	0.009107468123861567
30.0	0.007285974499089253
31.0	0.010928961748633882
32.0	0.02003642987249545
33.0	0.029143897996357013
34.0	0.04918032786885246
35.0	0.07103825136612023
36.0	0.0692167577413479
37.0	0.06557377049180328
38.0	0.09653916211293262
39.0	0.06010928961748634
40.0	0.056466302367941715
41.0	0.04918032786885247
42.0	0.03825136612021858
43.0	0.03825136612021857
44.0	0.016393442622950824
45.0	0.01092896174863388
46.0	0.021857923497267763
47.0	0.01639344262295082
48.0	0.010928961748633882
49.0	0.010928961748633882
50.0	0.007285974499089253
51.0	0.0036429872495446266
52.0	0.0036429872495446266
53.0	0.0018214936247723133
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0018214936247723133
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
