#GC Content (%)	Sample
1.0	0.6310160427807487
2.0	0.0106951871657754
3.0	0.026737967914438502
4.0	0.026737967914438502
5.0	0.0053475935828877
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0053475935828877
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.016042780748663103
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.0
30.0	0.0
31.0	0.0053475935828877
32.0	0.0053475935828877
33.0	0.0053475935828877
34.0	0.0053475935828877
35.0	0.021390374331550804
36.0	0.026737967914438502
37.0	0.021390374331550804
38.0	0.026737967914438505
39.0	0.0320855614973262
40.0	0.0213903743315508
41.0	0.03208556149732621
42.0	0.0213903743315508
43.0	0.03208556149732621
44.0	0.0
45.0	0.0053475935828877
46.0	0.0
47.0	0.0
48.0	0.0053475935828877
49.0	0.0053475935828877
50.0	0.0
51.0	0.0053475935828877
52.0	0.0
53.0	0.0
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
