#Read position (bp)	Clipping profile
0.0	25.72142488727976
1.0	0.42631893310055274
2.0	0.41028020878387467
3.0	0.4002669614987356
4.0	0.3924009751193811
5.0	0.3858496382741807
6.0	0.3787505307897494
7.0	0.37388632751337986
8.0	0.3686277293767641
9.0	0.36242696574067135
10.0	0.35675206191824016
11.0	0.3512305338747937
12.0	0.346738814633101
13.0	0.3415021273220545
14.0	0.3363092616621465
15.0	0.33129168260679226
16.0	0.3262083710747304
17.0	0.32298747971605324
18.0	0.31928455019485297
19.0	0.32881575931746904
20.0	0.3391138473350082
21.0	0.35274238083907067
22.0	0.3660422519595947
23.0	0.3807663267421188
24.0	0.3954904015246429
25.0	0.4073660689831668
26.0	0.41882543075587525
27.0	0.42837855070406056
28.0	0.43622262625784575
29.0	0.4429492497076
30.0	0.48089879959351034
31.0	0.453137783597293
32.0	0.8362047470241811
33.0	23.4503897278544
34.0	0.5549354791919463
35.0	3.3224261243649695
36.0	0.4856315379164646
37.0	0.49430822484188053
38.0	0.5081996882527737
39.0	0.5007719183848041
40.0	0.5042995613014505
41.0	0.5078929366948045
42.0	0.5024590519536349
43.0	0.5278317879628059
44.0	0.5053731917543428
45.0	0.525772170359298
46.0	0.510566057414251
47.0	0.5168763751781897
48.0	0.5175775215964051
49.0	0.5047596886384043
50.0	0.5190893685606822
51.0	0.49194185568040344
52.0	0.5041023638713273
53.0	0.48506185645166455
54.0	0.48523714305621835
55.0	0.4960610908874191
56.0	0.47721778089787936
57.0	0.5312279659260369
58.0	0.4686506481003095
59.0	0.4663938330666786
60.0	0.49126262008775723
61.0	0.48352809866181823
62.0	0.4599082286981858
63.0	0.4493252999482466
64.0	0.4417003326501538
65.0	0.44134975944104604
66.0	0.43806313560566124
67.0	0.42907969712227595
68.0	0.4326073400389224
69.0	0.41889116323258296
70.0	0.41345727849141334
71.0	0.40828632365707457
72.0	0.4045833941358743
73.0	0.39785677068611996
74.0	0.3933650514444273
75.0	0.38882951055159626
76.0	0.3840529505775036
77.0	0.38026237775402644
78.0	0.3760993208958723
79.0	0.3714104042240566
80.0	0.36676530920337935
81.0	0.3627337172986406
82.0	0.35743129751088637
83.0	0.353531170559563
84.0	0.3467169038075318
85.0	0.3416335922754699
86.0	0.3358053126740541
87.0	0.3303933387584538
88.0	0.3253538488775303
89.0	0.31939410432269916
90.0	0.3152748691156835
91.0	0.30975334107223695
92.0	0.3056341058652213
93.0	0.3007918134144209
94.0	0.2953798394988205
95.0	0.29014315218777403
96.0	0.2845997133187582
97.0	0.27962595591454253
98.0	0.2753971665796807
99.0	0.27062060660558807
100.0	0.2663041739684493
101.0	0.25951181804198725
102.0	0.25363971678943303
103.0	0.24870978103635577
104.0	0.24434952674807853
105.0	0.2390251961347551
106.0	0.23282443249866233
107.0	0.2275220127109081
108.0	0.2218251980629077
109.0	0.21685144065869202
110.0	0.21189959408004552
111.0	0.20760507226847597
112.0	0.20269704734096794
113.0	0.19778902241345991
114.0	0.19312201656721342
115.0	0.18913424631361314
116.0	0.18444532964179744
117.0	0.17971259131884326
118.0	0.17484838804247368
119.0	0.1698088981615503
120.0	0.16540482222213457
121.0	0.1607378163758881
122.0	0.15600507805293393
123.0	0.15100940982314895
124.0	0.14529068434957934
125.0	0.13992253208511743
126.0	0.1352117045877325
127.0	0.13045705543920907
128.0	0.12568049546511645
129.0	0.12026852154951606
130.0	0.1153385857964388
131.0	0.10981705775299225
132.0	0.10679336382443819
133.0	0.10444890548853034
134.0	0.10311234512880717
135.0	0.10024202697923774
136.0	0.0978318361666222
137.0	0.09548737783071433
138.0	0.09301145454139109
139.0	0.09086419363560631
140.0	0.0883444486951446
141.0	0.08558368467342134
142.0	0.08293247477954423
143.0	0.07964585094415938
144.0	0.0764687812366207
145.0	0.07355464143591281
146.0	0.07101298566988186
147.0	0.0681864891714509
148.0	0.06487795451049681
149.0	0.05904967490908102
150.0	0.026336812334217218
