#Coverage (X)	Coverage
1.0	99.9598702471324
2.0	99.9598702471324
3.0	99.9598702471324
4.0	99.9598702471324
5.0	99.95652610106009
6.0	99.95652610106009
7.0	99.95652610106009
8.0	99.95652610106009
9.0	99.9531819549878
10.0	99.9531819549878
11.0	99.9531819549878
12.0	99.9531819549878
13.0	99.9531819549878
14.0	99.9531819549878
15.0	99.9531819549878
16.0	99.9531819549878
17.0	99.9531819549878
18.0	99.9531819549878
19.0	99.9531819549878
20.0	99.9531819549878
21.0	99.9531819549878
22.0	99.9531819549878
23.0	99.9531819549878
24.0	99.9531819549878
25.0	99.9531819549878
26.0	99.9531819549878
27.0	99.9531819549878
28.0	99.94983780891549
29.0	99.94983780891549
30.0	99.94983780891549
31.0	99.94983780891549
32.0	99.94983780891549
33.0	99.94983780891549
34.0	99.94983780891549
35.0	99.94983780891549
36.0	99.94983780891549
37.0	99.94983780891549
38.0	99.94983780891549
39.0	99.94983780891549
40.0	99.94983780891549
41.0	99.94983780891549
42.0	99.94983780891549
43.0	99.94983780891549
44.0	99.94983780891549
45.0	99.94983780891549
46.0	99.94983780891549
47.0	99.9464936628432
48.0	99.9464936628432
49.0	99.9464936628432
50.0	99.9464936628432
51.0	99.9464936628432
