#GC Content (%)	Sample
1.0	0.3085991678224687
2.0	0.02149791955617198
3.0	0.0034674063800277394
4.0	0.042302357836338414
5.0	0.10263522884882106
6.0	0.0013869625520110957
7.0	0.0013869625520110957
8.0	0.0
9.0	6.934812760055479E-4
10.0	6.934812760055479E-4
11.0	0.0
12.0	6.934812760055479E-4
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	6.934812760055479E-4
25.0	6.934812760055479E-4
26.0	0.0013869625520110957
27.0	0.0027739251040221915
28.0	0.0034674063800277394
29.0	0.0034674063800277394
30.0	0.0020804438280166435
31.0	0.011789181692094312
32.0	0.016643550624133148
33.0	0.020110957004160886
34.0	0.031206657420249646
35.0	0.039528432732316224
36.0	0.03952843273231622
37.0	0.04993065187239944
38.0	0.04923717059639389
39.0	0.04368932038834951
40.0	0.039528432732316224
41.0	0.03536754507628293
42.0	0.031206657420249646
43.0	0.02149791955617198
44.0	0.010402219140083218
45.0	0.008321775312066574
46.0	0.004854368932038835
47.0	0.010402219140083217
48.0	0.009708737864077669
49.0	0.0048543689320388345
50.0	0.0062413314840499305
51.0	0.0062413314840499305
52.0	0.0034674063800277394
53.0	0.0034674063800277394
54.0	0.0013869625520110957
55.0	0.0013869625520110957
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	6.934812760055479E-4
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0013869625520110957
