#Insert size (bp)	insert size
5.0	1.0
6.0	1.0
7.0	7.0
8.0	7.0
9.0	33.0
10.0	33.0
11.0	56.0
12.0	41.0
13.0	59.0
14.0	45.0
15.0	35.0
16.0	35.0
17.0	36.0
18.0	28.0
19.0	184.0
20.0	131.0
21.0	116.0
22.0	240.0
23.0	195.0
24.0	228.0
25.0	199.0
26.0	148.0
27.0	142.0
28.0	128.0
29.0	104.0
30.0	133.0
31.0	180.0
32.0	135.0
33.0	11414.0
34.0	191.0
35.0	189.0
36.0	7.0
37.0	1.0
38.0	1.0
39.0	3.0
40.0	1.0
41.0	1.0
43.0	1.0
44.0	2.0
46.0	6.0
47.0	1.0
48.0	1.0
49.0	6.0
50.0	26.0
51.0	57.0
52.0	27.0
53.0	27.0
54.0	19.0
55.0	34.0
56.0	45.0
57.0	49.0
58.0	44.0
59.0	62.0
60.0	76.0
61.0	73.0
62.0	71.0
63.0	78.0
64.0	83.0
65.0	97.0
66.0	91.0
67.0	97.0
68.0	127.0
69.0	132.0
70.0	140.0
71.0	145.0
72.0	179.0
73.0	169.0
74.0	194.0
75.0	206.0
76.0	262.0
77.0	260.0
78.0	278.0
79.0	282.0
80.0	331.0
81.0	314.0
82.0	360.0
83.0	400.0
84.0	410.0
85.0	444.0
86.0	453.0
87.0	444.0
88.0	510.0
89.0	467.0
90.0	506.0
91.0	579.0
92.0	567.0
93.0	600.0
94.0	633.0
95.0	648.0
96.0	691.0
97.0	647.0
98.0	694.0
99.0	726.0
100.0	758.0
101.0	728.0
102.0	701.0
103.0	778.0
104.0	724.0
105.0	786.0
106.0	780.0
107.0	769.0
108.0	768.0
109.0	848.0
110.0	802.0
111.0	772.0
112.0	799.0
113.0	840.0
114.0	823.0
115.0	843.0
116.0	836.0
117.0	810.0
118.0	847.0
119.0	867.0
120.0	817.0
121.0	829.0
122.0	806.0
123.0	838.0
124.0	862.0
125.0	814.0
126.0	748.0
127.0	857.0
128.0	867.0
129.0	843.0
130.0	833.0
131.0	800.0
132.0	836.0
133.0	797.0
134.0	809.0
135.0	809.0
136.0	813.0
137.0	792.0
138.0	844.0
139.0	795.0
140.0	775.0
141.0	698.0
142.0	764.0
143.0	826.0
144.0	811.0
145.0	769.0
146.0	786.0
147.0	776.0
148.0	788.0
149.0	735.0
150.0	740.0
151.0	767.0
152.0	769.0
153.0	719.0
154.0	740.0
155.0	735.0
156.0	737.0
157.0	715.0
158.0	809.0
159.0	704.0
160.0	757.0
161.0	713.0
162.0	736.0
163.0	737.0
164.0	707.0
165.0	722.0
166.0	685.0
167.0	664.0
168.0	710.0
169.0	708.0
170.0	684.0
171.0	711.0
172.0	663.0
173.0	666.0
174.0	708.0
175.0	691.0
176.0	692.0
177.0	646.0
178.0	703.0
179.0	640.0
180.0	634.0
181.0	619.0
182.0	616.0
183.0	628.0
184.0	663.0
185.0	613.0
186.0	618.0
187.0	629.0
188.0	617.0
189.0	603.0
190.0	592.0
191.0	593.0
192.0	597.0
193.0	623.0
194.0	566.0
195.0	594.0
196.0	590.0
197.0	554.0
198.0	588.0
199.0	609.0
200.0	552.0
201.0	592.0
202.0	547.0
203.0	546.0
204.0	566.0
205.0	528.0
206.0	523.0
207.0	539.0
208.0	530.0
209.0	511.0
210.0	510.0
211.0	555.0
212.0	473.0
213.0	502.0
214.0	493.0
215.0	497.0
216.0	498.0
217.0	486.0
218.0	489.0
219.0	496.0
220.0	509.0
221.0	448.0
222.0	478.0
223.0	489.0
224.0	465.0
225.0	441.0
226.0	429.0
227.0	431.0
228.0	455.0
229.0	425.0
230.0	424.0
231.0	436.0
232.0	431.0
233.0	419.0
234.0	406.0
235.0	420.0
236.0	416.0
237.0	399.0
238.0	439.0
