#Read position (bp)	Clipping profile
0.0	29.54004546710421
1.0	0.42098272928653485
2.0	0.4133483274600951
3.0	0.4038962109130744
4.0	0.396746533012123
5.0	0.3910510268876361
6.0	0.38596142567000963
7.0	0.38147772935924346
8.0	0.3767516710857331
9.0	0.3699655361288978
10.0	0.36039223860050507
11.0	0.3555449993456227
12.0	0.34839532144467117
13.0	0.33482305153100056
14.0	0.3258556589094681
15.0	0.31882716198988864
16.0	0.31179866507030923
17.0	0.30683024483405474
18.0	0.3010135577281959
19.0	0.3108292172193327
20.0	0.3201601527849813
21.0	0.3325206128849314
22.0	0.3388220239162785
23.0	0.3473046926123226
24.0	0.3498494932211359
25.0	0.35445437051327416
26.0	0.35808979995443596
27.0	0.36342176313480656
28.0	0.3648759349112713
29.0	0.3689960882779213
30.0	0.37069262201713016
31.0	0.3794176526759184
32.0	0.5157462567194854
33.0	26.03561266680562
34.0	0.3905663029621479
35.0	4.4544916942555375
36.0	0.42885949307571875
37.0	0.4195285575100701
38.0	0.4196497384914422
39.0	0.42631469246690545
40.0	0.4212250912492789
41.0	0.42267926302574366
42.0	0.42679941639239366
43.0	0.431404293684532
44.0	0.4338279133119732
45.0	0.4391598764923438
46.0	0.44933907892759684
47.0	0.453822775238363
48.0	0.4596394623442218
49.0	0.46388079669224397
50.0	0.4564887568285483
51.0	0.453822775238363
52.0	0.4489755359834806
53.0	0.4480060881325042
54.0	0.44364357280310995
55.0	0.4442494777099703
56.0	0.4447342016354585
57.0	0.44497656359820265
58.0	0.44146231513841294
59.0	0.4409775912129247
60.0	0.4339490942933452
61.0	0.431404293684532
62.0	0.42679941639239366
63.0	0.4218309961561393
64.0	0.41262124157186275
65.0	0.40607746857777155
66.0	0.4025632201179818
67.0	0.39008157903665963
68.0	0.3800235575827787
69.0	0.3716620698681066
70.0	0.3624523152838301
71.0	0.3545755514946462
72.0	0.3462140637799741
73.0	0.3402761956927432
74.0	0.33203588895944314
75.0	0.32428030615163134
76.0	0.3148281896046107
77.0	0.3097385883869842
78.0	0.3038007202997533
79.0	0.2994382049703591
80.0	0.29422742277136055
81.0	0.2891378215537341
82.0	0.28004924795082964
83.0	0.27386901790085455
84.0	0.26502280626069424
85.0	0.2593273001362074
86.0	0.25302588910486035
87.0	0.24805746886860588
88.0	0.24054424802353822
89.0	0.23436401797356315
90.0	0.22842614988633222
91.0	0.22067056707852045
92.0	0.21412679408442922
93.0	0.20940073581091886
94.0	0.20600766833250123
95.0	0.2018875149658512
96.0	0.1967979137482247
97.0	0.19304130332569086
98.0	0.18989059781001733
99.0	0.18625516836885553
100.0	0.18322564383455403
101.0	0.179105490467904
102.0	0.17534888004537016
103.0	0.17292526041792897
104.0	0.17086518373460396
105.0	0.16795684018167453
106.0	0.16274605798267597
107.0	0.15983771442974654
108.0	0.1563234659699568
109.0	0.15256685554742297
110.0	0.1489314261062612
111.0	0.14541717764647147
112.0	0.1422664721307979
113.0	0.13935812857786847
114.0	0.13766159483865964
115.0	0.13632860404356698
116.0	0.13184490773280078
117.0	0.13075427890045224
118.0	0.12772475436615074
119.0	0.12421050590636104
120.0	0.12021153352108306
121.0	0.11766673291226983
122.0	0.11378894150836391
123.0	0.10954760716034183
124.0	0.10518509183094768
125.0	0.10191320533390208
126.0	0.09961076668783295
127.0	0.09415762252609026
128.0	0.09124927897316083
129.0	0.08725030658788287
130.0	0.08434196303495343
131.0	0.07973708574281517
132.0	0.07719228513400193
133.0	0.07452630354381662
134.0	0.0754957513947931
135.0	0.0736780366742122
136.0	0.07173914097225925
137.0	0.07016378821442247
138.0	0.0679825305497254
139.0	0.06580127288502834
140.0	0.06386237718307537
141.0	0.06155993853700625
142.0	0.05937868087230917
143.0	0.05756096615172828
144.0	0.05513734652428709
145.0	0.05380435572919443
146.0	0.052107821989985606
147.0	0.04992656432528853
148.0	0.0482300305860797
149.0	0.044594601144917916
150.0	0.015389984634251562
