#Read position (bp)	Clipping profile
0.0	29.525167831735494
1.0	0.3872192766837714
2.0	0.3753873791671908
3.0	0.36668222934267947
4.0	0.36064192130118183
5.0	0.35513458161628697
6.0	0.3499114917215802
7.0	0.34582540098762593
8.0	0.34134846679216296
9.0	0.3370491887155676
10.0	0.33168397392576676
11.0	0.3279887266533211
12.0	0.3227301055348409
13.0	0.3168319223884373
14.0	0.31125352025599534
15.0	0.3060659615850621
16.0	0.3010205278092229
17.0	0.29764506155073894
18.0	0.294340657739802
19.0	0.30684764850807944
20.0	0.32031398231824176
21.0	0.33449094060387446
22.0	0.3481349305329044
23.0	0.36163679556684025
24.0	0.3737884740973826
25.0	0.3833108420686847
26.0	0.39091452395621695
27.0	0.39762992524941143
28.0	0.4025687653539301
29.0	0.4060863565075081
30.0	0.4145783189893783
31.0	0.41127391517844136
32.0	0.6311055966651814
33.0	26.798359594460823
34.0	0.5026602227239231
35.0	3.2872777610781028
36.0	0.43767361444216335
37.0	0.4367142714002784
38.0	0.435648334687073
39.0	0.43870401993159525
40.0	0.4336941173795296
41.0	0.43422708573613233
42.0	0.4354351473444319
43.0	0.4360391781485816
44.0	0.4360391781485816
45.0	0.43870401993159525
46.0	0.4411912055957414
47.0	0.44357179758856685
48.0	0.4459523895813925
49.0	0.44819085667912395
50.0	0.4433941414696993
51.0	0.438064457903672
52.0	0.43383624227462364
53.0	0.4304607760161397
54.0	0.42740509077161737
55.0	0.42534427979275347
56.0	0.4236032498278512
57.0	0.4207252207021965
58.0	0.41766953545767416
59.0	0.4157863805976778
60.0	0.40978160377995365
61.0	0.4072233556682606
62.0	0.4050914822418497
63.0	0.39947754888563425
64.0	0.3940768028720599
65.0	0.3890669003199942
66.0	0.3846610285720783
67.0	0.3778035023837898
68.0	0.3722961626988949
69.0	0.3665756356713589
70.0	0.35954045336420287
71.0	0.3537488638891198
72.0	0.3488100237846012
73.0	0.3438711836800825
74.0	0.33818618787632004
75.0	0.3325011920725576
76.0	0.32681619626879516
77.0	0.3218773561642765
78.0	0.31736489074504004
79.0	0.3134209249061798
80.0	0.30937036539599905
81.0	0.30496449364808315
82.0	0.2998124662009234
83.0	0.29558425057187504
84.0	0.2901835045583007
85.0	0.2850670083349145
86.0	0.27831607581794654
87.0	0.2720270492100343
88.0	0.2660222723923102
89.0	0.26037280781232125
90.0	0.25550503015534964
91.0	0.2499266280229077
92.0	0.24470353812820092
93.0	0.23972916679990877
94.0	0.2347903266953901
95.0	0.22963829924823037
96.0	0.22498370893389985
97.0	0.22143058655654832
98.0	0.2175576831652351
99.0	0.21364924855014844
100.0	0.21020271984411742
101.0	0.20366497466979055
102.0	0.19918804047432764
103.0	0.19421366914603547
104.0	0.18863526701359354
105.0	0.18426492648945114
106.0	0.17836674334304756
107.0	0.1726817475392851
108.0	0.16685462684042857
109.0	0.16223556774987155
110.0	0.1580073521208232
111.0	0.15289085589743698
112.0	0.1487337027159357
113.0	0.1441501748491522
114.0	0.14091683348576228
115.0	0.138003273136334
116.0	0.13349080771709754
117.0	0.1294402482069168
118.0	0.12492778278768034
119.0	0.12130359796278176
120.0	0.11735963212392155
121.0	0.11391310341789054
122.0	0.11004020002657736
123.0	0.10602517174017011
124.0	0.1021167371250834
125.0	0.09813724006244968
126.0	0.0940511493284954
127.0	0.09064015184623792
128.0	0.08769106027303614
129.0	0.08417346911945811
130.0	0.08179287712663258
131.0	0.07791997373531939
132.0	0.07582363153268198
133.0	0.07354963321117698
134.0	0.07305219607834777
135.0	0.07191519691759528
136.0	0.06967672981986381
137.0	0.06754485639345288
138.0	0.06541298296704194
139.0	0.06317451586931047
140.0	0.06136242345686118
141.0	0.059479268596864865
142.0	0.057844832303283154
143.0	0.055677427653098716
144.0	0.05269280485612341
145.0	0.05041880653461842
146.0	0.04867777656971617
147.0	0.04544443520632626
148.0	0.04238874996180393
149.0	0.0381605343327556
150.0	0.012862303006012593
