#Coverage (X)	Coverage
1.0	44.56409055947563
2.0	31.428284787479512
3.0	11.273116409724764
4.0	7.009330167541705
5.0	2.802394408587759
6.0	1.9997993512356516
7.0	1.2005484399558526
8.0	0.5751931244356712
9.0	0.37454436009764436
10.0	0.26084339363943343
11.0	0.26084339363943343
12.0	0.2240577868441278
13.0	0.15717486539811887
14.0	0.1237334046751215
15.0	0.1237334046751215
16.0	0.1237334046751215
17.0	0.1237334046751215
18.0	0.1237334046751215
19.0	0.1237334046751215
20.0	0.1237334046751215
21.0	0.1237334046751215
22.0	0.1237334046751215
23.0	0.1237334046751215
24.0	0.1237334046751215
25.0	0.12038925860282745
26.0	0.12038925860282745
27.0	0.12038925860282745
28.0	0.12038925860282745
29.0	0.12038925860282745
30.0	0.12038925860282745
31.0	0.12038925860282745
32.0	0.12038925860282745
33.0	0.12038925860282745
34.0	0.12038925860282745
35.0	0.12038925860282745
36.0	0.12038925860282745
37.0	0.12038925860282745
38.0	0.12038925860282745
39.0	0.12038925860282745
40.0	0.12038925860282745
41.0	0.12038925860282745
42.0	0.12038925860282745
43.0	0.12038925860282745
44.0	0.12038925860282745
45.0	0.12038925860282745
46.0	0.12038925860282745
47.0	0.12038925860282745
48.0	0.12038925860282745
49.0	0.12038925860282745
50.0	0.12038925860282745
51.0	0.12038925860282745
