#GC Content (%)	Sample
1.0	0.2826086956521739
2.0	0.042270531400966184
3.0	0.006038647342995169
4.0	0.026570048309178744
5.0	0.12077294685990336
6.0	0.00966183574879227
7.0	0.0012077294685990338
8.0	0.0
9.0	0.0024154589371980675
10.0	0.0
11.0	0.0012077294685990338
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0024154589371980675
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0012077294685990338
26.0	0.0012077294685990338
27.0	0.0
28.0	0.006038647342995169
29.0	0.007246376811594203
30.0	0.0012077294685990338
31.0	0.00966183574879227
32.0	0.014492753623188406
33.0	0.020531400966183572
34.0	0.03260869565217391
35.0	0.03502415458937198
36.0	0.04589371980676328
37.0	0.043478260869565216
38.0	0.04830917874396135
39.0	0.051932367149758456
40.0	0.03502415458937198
41.0	0.03260869565217391
42.0	0.024154589371980676
43.0	0.025362318840579705
44.0	0.00966183574879227
45.0	0.003623188405797101
46.0	0.008454106280193236
47.0	0.010869565217391304
48.0	0.007246376811594203
49.0	0.00966183574879227
50.0	0.00966183574879227
51.0	0.0024154589371980675
52.0	0.0024154589371980675
53.0	0.0024154589371980675
54.0	0.0
55.0	0.0012077294685990338
56.0	0.0012077294685990338
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
