#Coverage (X)	Coverage
1.0	96.86319098418218
2.0	92.47232719125171
3.0	85.4596528776377
4.0	77.8784737317326
5.0	65.97665786041534
6.0	56.30204327325018
7.0	46.76453867504933
8.0	37.79553890913955
9.0	29.893321740293615
10.0	23.649801023308697
11.0	17.68718857639702
12.0	14.540347122362306
13.0	11.844965388088156
14.0	8.928870013042172
15.0	7.0093301675417194
16.0	5.129920074908867
17.0	3.7053138481088865
18.0	2.7020700264187525
19.0	1.6787613282948115
20.0	1.2640872153295533
21.0	0.9865230913286211
22.0	0.6119787312309768
23.0	0.5250309333511609
24.0	0.48490118048356123
25.0	0.46818045012206255
26.0	0.46818045012206255
27.0	0.317693876868546
28.0	0.317693876868546
29.0	0.317693876868546
30.0	0.294284854362445
31.0	0.2809082700732404
32.0	0.2809082700732404
33.0	0.2775641240009463
34.0	0.2574992475671394
35.0	0.2574992475671394
36.0	0.2574992475671394
37.0	0.2574992475671394
38.0	0.2574992475671394
39.0	0.2574992475671394
40.0	0.2574992475671394
41.0	0.2574992475671394
42.0	0.2574992475671394
43.0	0.2574992475671394
44.0	0.2574992475671394
45.0	0.2574992475671394
46.0	0.2574992475671394
47.0	0.2574992475671394
48.0	0.2574992475671394
49.0	0.2574992475671394
50.0	0.2574992475671394
51.0	0.2574992475671394
