#GC Content (%)	Sample
1.0	0.06707317073170732
2.0	0.006097560975609756
3.0	0.009146341463414635
4.0	0.012195121951219513
5.0	0.0426829268292683
6.0	0.006097560975609756
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.003048780487804878
20.0	0.0
21.0	0.0
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.003048780487804878
26.0	0.0
27.0	0.0
28.0	0.0
29.0	0.003048780487804878
30.0	0.009146341463414635
31.0	0.021341463414634144
32.0	0.024390243902439022
33.0	0.027439024390243903
34.0	0.05182926829268293
35.0	0.0701219512195122
36.0	0.07317073170731707
37.0	0.0945121951219512
38.0	0.08841463414634147
39.0	0.07621951219512196
40.0	0.06707317073170732
41.0	0.07926829268292684
42.0	0.048780487804878044
43.0	0.033536585365853654
44.0	0.024390243902439022
45.0	0.003048780487804878
46.0	0.01524390243902439
47.0	0.009146341463414635
48.0	0.006097560975609756
49.0	0.003048780487804878
50.0	0.01524390243902439
51.0	0.0
52.0	0.003048780487804878
53.0	0.003048780487804878
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
