#Coverage (X)	Coverage
1.0	99.9866234157108
2.0	99.9866234157108
3.0	99.9832792696385
4.0	99.9765909774939
5.0	99.97324683142159
6.0	99.97324683142159
7.0	99.97324683142159
8.0	99.97324683142159
9.0	99.97324683142159
10.0	99.97324683142159
11.0	99.97324683142159
12.0	99.97324683142159
13.0	99.966558539277
14.0	99.966558539277
15.0	99.966558539277
16.0	99.966558539277
17.0	99.966558539277
18.0	99.966558539277
19.0	99.966558539277
20.0	99.966558539277
21.0	99.966558539277
22.0	99.966558539277
23.0	99.966558539277
24.0	99.966558539277
25.0	99.966558539277
26.0	99.966558539277
27.0	99.966558539277
28.0	99.9632143932047
29.0	99.9632143932047
30.0	99.9632143932047
31.0	99.9632143932047
32.0	99.9632143932047
33.0	99.9632143932047
34.0	99.9632143932047
35.0	99.9632143932047
36.0	99.9632143932047
37.0	99.9632143932047
38.0	99.9632143932047
39.0	99.9632143932047
40.0	99.9632143932047
41.0	99.9632143932047
42.0	99.9632143932047
43.0	99.9632143932047
44.0	99.9632143932047
45.0	99.9632143932047
46.0	99.9632143932047
47.0	99.9598702471324
48.0	99.9598702471324
49.0	99.9598702471324
50.0	99.9598702471324
51.0	99.9598702471324
