#Read position (bp)	Clipping profile
0.0	25.593809667136547
1.0	0.5112126279629472
2.0	0.49593086834095873
3.0	0.4798937365703548
4.0	0.4682145210417628
5.0	0.4619391216532656
6.0	0.4529327614197743
7.0	0.4442750344856438
8.0	0.43509435760247206
9.0	0.4280635860653594
10.0	0.42033554792952493
11.0	0.4152803650887911
12.0	0.4101089711482702
13.0	0.40313630516105114
14.0	0.39546637257511014
15.0	0.388958550987039
16.0	0.3836128403968377
17.0	0.37681449105929904
18.0	0.3725146803671806
19.0	0.3775698632079144
20.0	0.38256694049875484
21.0	0.38872612878746504
22.0	0.3941880504774533
23.0	0.3999986054668026
24.0	0.4021485108128618
25.0	0.40482136610796243
26.0	0.4071455881037021
27.0	0.40720369365359566
28.0	0.40476326055806894
29.0	0.4029038829614772
30.0	0.6044139299921093
31.0	0.5195217215977167
32.0	0.792908333846599
33.0	20.11730348412498
34.0	0.6746635398133418
35.0	2.855539143965797
36.0	0.6052274076906182
37.0	0.5679817502088894
38.0	0.6640883297327261
39.0	1.2267243693514143
40.0	1.119577735347814
41.0	1.1743712688973775
42.0	1.0267831721679066
43.0	1.0984854207364763
44.0	0.710805191847094
45.0	0.6812294669513064
46.0	0.9189973771154778
47.0	0.8975564292047791
48.0	0.652641536403708
49.0	0.58279866543173
50.0	0.6346869214866189
51.0	0.6787309283058862
52.0	0.6817524169003478
53.0	0.4946525462433019
54.0	0.559556445474333
55.0	0.7242275738724909
56.0	0.570770816603777
57.0	1.1090025252671984
58.0	0.6417757985736249
59.0	0.7497940158256275
60.0	0.6500267866585009
61.0	0.6422987485226664
62.0	0.6049368799411506
63.0	0.4424737624389456
64.0	0.423647564273454
65.0	0.3491562493099966
66.0	0.3352109173355584
67.0	0.32864499019759374
68.0	0.29895305420201906
69.0	0.30365960374339196
70.0	0.30702972563721453
71.0	0.3095863698325282
72.0	0.2763499952934505
73.0	0.2750135676459001
74.0	0.32701803480057595
75.0	0.30418255369243336
76.0	0.25543199733179317
77.0	0.24293930410469225
78.0	0.2393948655611892
79.0	0.23654769361640807
80.0	0.233003255072905
81.0	0.23021418867801738
82.0	0.2261468001854729
83.0	0.22405500038930717
84.0	0.21934845084793428
85.0	0.21446758465688093
86.0	0.2114460960624193
87.0	0.20871513521742519
88.0	0.20580985772275054
89.0	0.20238163027903447
90.0	0.19889529728542493
91.0	0.19639675864000475
92.0	0.19436306439373252
93.0	0.19192263129820583
94.0	0.1897146204022531
95.0	0.18762282060608737
96.0	0.18541480971013466
97.0	0.18274195441503402
98.0	0.18082447126854875
99.0	0.17937183252121144
100.0	0.17861646037259604
101.0	0.17454907188005156
102.0	0.1719343221348444
103.0	0.1693776779395307
104.0	0.1656008171964537
105.0	0.16211448420284413
106.0	0.15984836775699796
107.0	0.1578727790606192
108.0	0.15659445696296234
109.0	0.1563620347633884
110.0	0.1531081239693528
111.0	0.15130685192265456
112.0	0.14886641882712787
113.0	0.14735567452989706
114.0	0.14660030238128166
115.0	0.14665840793117513
116.0	0.14323018048745909
117.0	0.14334639158724605
118.0	0.1421842805893762
119.0	0.13951142529427554
120.0	0.1384074198462992
121.0	0.1375358365978968
122.0	0.13550214235162458
123.0	0.1337008703049263
124.0	0.13050506506078421
125.0	0.12852947636440545
126.0	0.12574040996951782
127.0	0.12393913792281956
128.0	0.12202165477633431
129.0	0.12080143822857096
130.0	0.11847721623283126
131.0	0.11783805518400285
132.0	0.1165016275364525
133.0	0.11493277768932822
134.0	0.11621109978698506
135.0	0.11545572763836966
136.0	0.11475846103964774
137.0	0.11348013894199091
138.0	0.1135382444918844
139.0	0.11307340009273645
140.0	0.11133023359593168
141.0	0.10952896154923342
142.0	0.11069107254710327
143.0	0.11016812259806183
144.0	0.10987759484859436
145.0	0.11011001704816833
146.0	0.11022622814795534
147.0	0.11202750019465359
148.0	0.11609488868719808
149.0	0.11592057203751759
150.0	0.056478594496474736
