#GC Content (%)	Sample
1.0	0.6046511627906976
2.0	0.0024916943521594683
3.0	0.0033222591362126247
4.0	0.0473421926910299
5.0	0.090531561461794
6.0	0.0016611295681063123
7.0	0.0
8.0	8.305647840531562E-4
9.0	0.0
10.0	8.305647840531562E-4
11.0	0.0024916943521594683
12.0	0.0
13.0	8.305647840531562E-4
14.0	0.0
15.0	8.305647840531562E-4
16.0	8.305647840531562E-4
17.0	0.0
18.0	0.0016611295681063123
19.0	0.0
20.0	0.0
21.0	0.0033222591362126247
22.0	8.305647840531562E-4
23.0	0.0
24.0	8.305647840531562E-4
25.0	8.305647840531562E-4
26.0	8.305647840531562E-4
27.0	0.0024916943521594683
28.0	8.305647840531562E-4
29.0	0.0024916943521594683
30.0	0.0024916943521594683
31.0	0.005813953488372093
32.0	0.013289036544850499
33.0	0.008305647840531562
34.0	0.014119601328903653
35.0	0.01578073089700997
36.0	0.02159468438538206
37.0	0.0132890365448505
38.0	0.020764119601328904
39.0	0.020764119601328904
40.0	0.01910299003322259
41.0	0.01578073089700997
42.0	0.009966777408637875
43.0	0.014950166112956811
44.0	0.008305647840531562
45.0	0.0016611295681063123
46.0	0.0033222591362126247
47.0	0.0033222591362126247
48.0	0.004983388704318937
49.0	0.0033222591362126247
50.0	0.004152823920265781
51.0	8.305647840531562E-4
52.0	0.0016611295681063123
53.0	8.305647840531562E-4
54.0	0.0
55.0	8.305647840531562E-4
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
