#Coverage (X)	Coverage
1.0	84.37614955021235
2.0	74.27682841186504
3.0	52.78065745911782
4.0	41.27679497040431
5.0	27.726315085442934
6.0	19.105106511052412
7.0	11.426947129050603
8.0	8.196502023208382
9.0	4.905862288064753
10.0	3.5146975219877703
11.0	2.2940842055981108
12.0	1.4011972042938936
13.0	1.023308698123941
14.0	0.6521084840985907
15.0	0.6253553155201814
16.0	0.4012975286760536
17.0	0.29094070829013674
18.0	0.20733705648262912
19.0	0.19730461826573276
20.0	0.1939604721934387
21.0	0.1939604721934387
22.0	0.1939604721934387
23.0	0.12707755074742977
24.0	0.12707755074742977
25.0	0.12707755074742977
26.0	0.12373340467513572
27.0	0.12373340467513572
28.0	0.12373340467513572
29.0	0.12373340467513572
30.0	0.12373340467513572
31.0	0.12373340467513572
32.0	0.12373340467513572
33.0	0.12373340467513572
34.0	0.12373340467513572
35.0	0.12373340467513572
36.0	0.12373340467513572
37.0	0.12373340467513572
38.0	0.12373340467513572
39.0	0.12373340467513572
40.0	0.12373340467513572
41.0	0.12373340467513572
42.0	0.12373340467513572
43.0	0.12373340467513572
44.0	0.12373340467513572
45.0	0.12373340467513572
46.0	0.12373340467513572
47.0	0.12373340467513572
48.0	0.12373340467513572
49.0	0.12373340467513572
50.0	0.12373340467513572
51.0	0.12373340467513572
