#Coverage (X)	Coverage
1.0	70.25382068688761
2.0	54.64669096746146
3.0	31.53864160786543
4.0	21.25539243554158
5.0	11.93860147811256
6.0	6.554526301708847
7.0	3.3173929037220233
8.0	1.7122027890178089
9.0	1.0132762599070162
10.0	0.7591211584121851
11.0	0.41467411296524403
12.0	0.29762900043472484
13.0	0.14379828110890003
14.0	0.12038925860279903
15.0	0.12038925860279903
16.0	0.12038925860279903
17.0	0.11704511253050498
18.0	0.11704511253050498
19.0	0.11704511253050498
20.0	0.11704511253050498
21.0	0.11704511253050498
22.0	0.11704511253050498
23.0	0.11704511253050498
24.0	0.11704511253050498
25.0	0.11704511253050498
26.0	0.11704511253050498
27.0	0.11704511253050498
28.0	0.11704511253050498
29.0	0.11704511253050498
30.0	0.11704511253050498
31.0	0.11704511253050498
32.0	0.11704511253050498
33.0	0.11704511253050498
34.0	0.11704511253050498
35.0	0.11704511253050498
36.0	0.11704511253050498
37.0	0.11704511253050498
38.0	0.11704511253050498
39.0	0.11704511253050498
40.0	0.11704511253050498
41.0	0.11704511253050498
42.0	0.11704511253050498
43.0	0.11704511253050498
44.0	0.11704511253050498
45.0	0.11704511253050498
46.0	0.11704511253050498
47.0	0.11704511253050498
48.0	0.11704511253050498
49.0	0.11704511253050498
50.0	0.11704511253050498
51.0	0.11704511253050498
