#Read position (bp)	Clipping profile
0.0	15.742256200231427
1.0	0.5545927580740292
2.0	0.5353249147130322
3.0	0.5190542914304126
4.0	0.5087781083045475
5.0	0.5004287095147821
6.0	0.49507653080339414
7.0	0.49004548281468935
8.0	0.4851214784002124
9.0	0.4775213846300414
10.0	0.4715269444732867
11.0	0.46681702720726526
12.0	0.46189302279278827
13.0	0.45643380050717247
14.0	0.45140275251846773
15.0	0.44797735814317935
16.0	0.44294631015447455
17.0	0.43984204650186953
18.0	0.43759413144308656
19.0	0.4610366741989662
20.0	0.4882257420528174
21.0	0.5168063763716295
22.0	0.5437813570770254
23.0	0.5710774685051043
24.0	0.5952693162805783
25.0	0.6197822947787356
26.0	0.636159961635583
27.0	0.6523235413439749
28.0	0.665703988122445
29.0	0.675551996951399
30.0	0.6957832324804458
31.0	0.7122679429115211
32.0	1.315244396536498
33.0	15.316757992676077
34.0	0.7749954774089889
35.0	3.015738616718708
36.0	0.785699834831765
37.0	0.7500543246139205
38.0	0.7665390350449958
39.0	0.7989732380360073
40.0	0.7520881525242481
41.0	0.7851646169606261
42.0	0.7524092832469313
43.0	0.7653615557284904
44.0	0.8431822341920726
45.0	0.778527915358505
46.0	0.884608097418216
47.0	0.7745673031120779
48.0	0.7886970549101422
49.0	0.7637559021150739
50.0	0.73239213486634
51.0	0.7303583069560126
52.0	0.7353893549447174
53.0	0.6923578381051575
54.0	0.7104482021496491
55.0	0.7110904635950157
56.0	0.6906451409175133
57.0	0.7170849037517703
58.0	0.6928930559762962
59.0	0.7163355987321759
60.0	0.6774787812874987
61.0	0.6606729401337402
62.0	0.6363740487840385
63.0	0.6417262274954266
64.0	0.6057595865548989
65.0	0.6005144514177386
66.0	0.593663662667162
67.0	0.6172132489972693
68.0	0.5861706124712186
69.0	0.5868128739165852
70.0	0.5603731110823282
71.0	0.5525589301637017
72.0	0.5462433592842639
73.0	0.5378939604944984
74.0	0.5363953504553098
75.0	0.5240853394191174
76.0	0.5049245396323482
77.0	0.4994653173467323
78.0	0.4940060950611165
79.0	0.49475540008071084
80.0	0.4800904304115076
81.0	0.47302555451247535
82.0	0.4627493713866103
83.0	0.4523661446865175
84.0	0.44059135152146384
85.0	0.42988699409868775
86.0	0.4220728131800612
87.0	0.41500793728102897
88.0	0.41019097644077973
89.0	0.4033401876902031
90.0	0.3942414838808434
91.0	0.3878188694271777
92.0	0.3790412963405013
93.0	0.37133415899610256
94.0	0.3651256316908924
95.0	0.3605227579990987
96.0	0.3553846664361662
97.0	0.34906909555672827
98.0	0.34328874254842917
99.0	0.338899956005091
100.0	0.3334407337194752
101.0	0.3273392499884928
102.0	0.31898985119872747
103.0	0.3140658467842504
104.0	0.3098911473893678
105.0	0.3047530558264353
106.0	0.29715296205626424
107.0	0.29008808615723203
108.0	0.285164081742755
109.0	0.2816316437932389
110.0	0.27692172652721747
111.0	0.2709272863704628
112.0	0.26418354119411386
113.0	0.258296144611587
114.0	0.25272987875174346
115.0	0.24834109220840528
116.0	0.24213256490319512
117.0	0.235924037597985
118.0	0.2302507281639137
119.0	0.223399939413337
120.0	0.2170843685338991
121.0	0.21205332054519432
122.0	0.20434618320079556
123.0	0.1959967844110302
124.0	0.18657694987898724
125.0	0.18079659687068816
126.0	0.17437398241702248
127.0	0.1675231936664458
128.0	0.16131466636123568
129.0	0.15446387761065897
130.0	0.147291958137399
131.0	0.1425820408713775
132.0	0.13894255934763364
133.0	0.1357312521208008
134.0	0.13316220633933454
135.0	0.12855933264754082
136.0	0.1256691561433913
137.0	0.12277897963924175
138.0	0.12010289028354772
139.0	0.11710567020517043
140.0	0.11378731940410983
141.0	0.10854218426694955
142.0	0.10404635414938358
143.0	0.100728003348323
144.0	0.09783782684417346
145.0	0.09558991178539047
146.0	0.0917363431131911
147.0	0.08970251520286363
148.0	0.08681233869871409
149.0	0.08199537785846485
150.0	0.046242824066392706
