#Coverage (X)	Coverage
1.0	99.9866234157108
2.0	99.95652610106009
3.0	99.95652610106009
4.0	99.9531819549878
5.0	99.9531819549878
6.0	99.9531819549878
7.0	99.9531819549878
8.0	99.9531819549878
9.0	99.94983780891549
10.0	99.94983780891549
11.0	99.94983780891549
12.0	99.94983780891549
13.0	99.94983780891549
14.0	99.94983780891549
15.0	99.94983780891549
16.0	99.94983780891549
17.0	99.94983780891549
18.0	99.94983780891549
19.0	99.94983780891549
20.0	99.94983780891549
21.0	99.94983780891549
22.0	99.94983780891549
23.0	99.94983780891549
24.0	99.9464936628432
25.0	99.9464936628432
26.0	99.9464936628432
27.0	99.9464936628432
28.0	99.9464936628432
29.0	99.94314951677089
30.0	99.94314951677089
31.0	99.94314951677089
32.0	99.94314951677089
33.0	99.94314951677089
34.0	99.94314951677089
35.0	99.9398053706986
36.0	99.9398053706986
37.0	99.9398053706986
38.0	99.9398053706986
39.0	99.9398053706986
40.0	99.9398053706986
41.0	99.9398053706986
42.0	99.9398053706986
43.0	99.9398053706986
44.0	99.9398053706986
45.0	99.9398053706986
46.0	99.93311707855399
47.0	99.93311707855399
48.0	99.93311707855399
49.0	99.93311707855399
50.0	99.93311707855399
51.0	99.93311707855399
