#GC Content (%)	Sample
1.0	0.1388888888888889
2.0	0.01023391812865497
3.0	0.007309941520467836
4.0	0.02631578947368421
5.0	0.10380116959064327
6.0	0.008771929824561403
7.0	0.0
8.0	0.0014619883040935672
9.0	0.0
10.0	0.0014619883040935672
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0014619883040935672
22.0	0.0
23.0	0.0
24.0	0.0
25.0	0.0
26.0	0.0
27.0	0.0043859649122807015
28.0	0.0014619883040935672
29.0	0.0029239766081871343
30.0	0.007309941520467836
31.0	0.014619883040935672
32.0	0.021929824561403508
33.0	0.024853801169590642
34.0	0.043859649122807015
35.0	0.06725146198830409
36.0	0.059941520467836254
37.0	0.06140350877192982
38.0	0.07017543859649122
39.0	0.06432748538011696
40.0	0.049707602339181284
41.0	0.05555555555555555
42.0	0.02631578947368421
43.0	0.04239766081871345
44.0	0.007309941520467836
45.0	0.01023391812865497
46.0	0.013157894736842105
47.0	0.014619883040935672
48.0	0.0043859649122807015
49.0	0.011695906432748537
50.0	0.005847953216374269
51.0	0.007309941520467836
52.0	0.0043859649122807015
53.0	0.0014619883040935672
54.0	0.0
55.0	0.0
56.0	0.0
57.0	0.0
58.0	0.0
59.0	0.0
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0014619883040935672
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	0.0
