#Read position (bp)	Clipping profile
0.0	13.95861900542385
1.0	0.5725817496580186
2.0	0.549480468691989
3.0	0.5382598465084889
4.0	0.5293493524215918
5.0	0.5217589315327534
6.0	0.5164786387405182
7.0	0.5120233916970696
8.0	0.5074031355038637
9.0	0.5029478884604152
10.0	0.4996477054652681
11.0	0.4961825133203636
12.0	0.49139724797740036
13.0	0.4867769917841944
14.0	0.4811666806924444
15.0	0.478196515996812
16.0	0.4739062781031208
17.0	0.47126613170700316
18.0	0.46846097616112814
19.0	0.5021228427116283
20.0	0.5342996269143123
21.0	0.5776970333004965
22.0	0.6149891011456585
23.0	0.6519511506913058
24.0	0.6875931270388943
25.0	0.7130045361015269
26.0	0.7321455974733799
27.0	0.7488115215988727
28.0	0.7628372993282477
29.0	0.7738929123619904
30.0	0.7842884887967038
31.0	0.7951790926806892
32.0	1.0138162161091833
33.0	13.206342291680073
34.0	0.8230656389896819
35.0	2.2383491164585076
36.0	0.8337912337239101
37.0	0.8334612154243952
38.0	0.830491050728763
39.0	0.8276858951828879
40.0	0.8268608494341011
41.0	0.8250457487867702
42.0	0.8240556938882262
43.0	0.8220755840911378
44.0	0.8200954742940495
45.0	0.8204254925935643
46.0	0.8214155474921084
47.0	0.8222405932408953
48.0	0.8233956572891967
49.0	0.8250457487867702
50.0	0.8158052364003583
51.0	0.8068947423134613
52.0	0.7978192390768067
53.0	0.7877536809416082
54.0	0.7785131685551964
55.0	0.769437665318542
56.0	0.7634973359272772
57.0	0.7554118875891669
58.0	0.7498015764974167
59.0	0.7417161281593064
60.0	0.7319805883236224
61.0	0.7263702772318725
62.0	0.719604902091821
63.0	0.7098693622561371
64.0	0.7007938590194827
65.0	0.6905632917345267
66.0	0.6834678982949605
67.0	0.6707621937636442
68.0	0.6623467271260192
69.0	0.6516211323917912
70.0	0.6394104553097469
71.0	0.6316550252711512
72.0	0.6232395586335262
73.0	0.6141640553968718
74.0	0.600303286817254
75.0	0.5831423352424892
76.0	0.5668064294165112
77.0	0.5567408712813126
78.0	0.5473353497451433
79.0	0.5408999929046066
80.0	0.5314944713684374
81.0	0.5229139955810549
82.0	0.512683428296099
83.0	0.4975025865184225
84.0	0.48331179963929
85.0	0.47209117745578993
86.0	0.4649957840162237
87.0	0.4570753448278707
88.0	0.4475048141419442
89.0	0.44040942070237793
90.0	0.4326539906637823
91.0	0.4255585972242161
92.0	0.4158230573885322
93.0	0.4067475541518777
94.0	0.39882711496352474
95.0	0.39239175812298793
96.0	0.3848013372341496
97.0	0.3775409346448261
98.0	0.37193062355307605
99.0	0.3659902941618112
100.0	0.3602149739203039
101.0	0.3536146079300097
102.0	0.3456941687416567
103.0	0.33876378445184785
104.0	0.3341435282586419
105.0	0.32919325376592135
106.0	0.3242429792732007
107.0	0.3148374577370315
108.0	0.3087321191960094
109.0	0.302956798954502
110.0	0.2970164695632373
111.0	0.29025109442318575
112.0	0.28167061863580334
113.0	0.2767203441430827
114.0	0.2692949324040018
115.0	0.25972440171807526
116.0	0.252133980829237
117.0	0.24256345014331046
118.0	0.23497302925447214
119.0	0.2258975260178177
120.0	0.22028721492606765
121.0	0.21203675743819997
122.0	0.20312626335130282
123.0	0.19537083331270716
124.0	0.18679035752532477
125.0	0.17639478109061146
126.0	0.16616421380565552
127.0	0.16071891186366286
128.0	0.15395353672361134
129.0	0.14685814328404512
130.0	0.1386076857961774
131.0	0.13167730150636853
132.0	0.12738706361267732
133.0	0.12276680741947141
134.0	0.12045667932286845
135.0	0.11682647802820666
136.0	0.11435134078184636
137.0	0.10857602054033896
138.0	0.10610088329397865
139.0	0.10280070029883157
140.0	0.09834545325538302
141.0	0.09389020621193445
142.0	0.08877492256945647
143.0	0.0858047578738241
144.0	0.08398965722649321
145.0	0.08035945593183143
146.0	0.0778843186854711
147.0	0.07392409909129462
148.0	0.06996387949711812
149.0	0.06336351350682395
150.0	0.03745707699491937
